public_product_id,marketplace,brand_group,category_group,subcategory_group,product_group,fulfillment_type,listing_price_band,inventory_band,margin_band_public,profitability_band_public,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason
P0259,Meesho,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,13.2,28.4,14.3,7.0,4.1,91.7,14.3,59.2,6.2,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Meesho,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,13.1,33.1,14.2,4.7,3.7,95.6,14.7,61.3,5.8,Low Risk,88.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Meesho,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,13.1,26.3,14.0,3.4,3.4,97.2,15.0,62.2,5.7,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,Meesho,SHIVAMAX,Electronics & Travel Accessories,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,13.1,22.2,14.1,3.9,4.3,93.9,14.8,60.7,6.0,Low Risk,86.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,JioMart,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,13.0,19.2,11.9,7.8,3.3,92.8,14.5,60.1,5.4,Low Risk,84.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,12.9,15.9,11.3,5.5,4.5,94.5,14.8,61.2,5.2,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Flipkart,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,12.8,35.5,17.4,6.7,4.0,91.4,13.4,58.4,7.1,Low Risk,83.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Meesho,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,12.8,25.9,14.2,5.7,4.2,94.4,14.1,60.4,6.0,Low Risk,86.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,Meesho,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,12.8,24.1,14.0,2.7,4.4,95.4,14.7,61.4,5.7,Low Risk,88.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,Flipkart,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,12.6,34.7,16.8,7.5,4.5,90.1,13.0,57.7,7.0,Low Risk,82.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,Meesho,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,12.6,32.0,14.9,9.3,4.3,90.0,13.1,57.8,6.4,Low Risk,83.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Meesho,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,12.6,25.5,13.7,3.3,4.5,95.7,14.4,61.4,5.9,Low Risk,87.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,JioMart,Biore,Skin Care,Sunscreen,Sunscreen,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,12.6,16.3,12.0,6.6,4.8,92.4,14.0,59.7,5.5,Low Risk,85.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,Meesho,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,12.5,25.3,14.3,1.8,3.9,98.1,14.5,62.5,5.8,Low Risk,90.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Meesho,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,12.4,28.0,14.3,4.0,4.2,94.3,13.9,60.5,6.1,Low Risk,85.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,JioMart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,12.4,24.3,11.7,2.4,4.0,98.3,14.7,63.0,5.0,Low Risk,91.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Website,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,12.4,17.1,5.4,3.3,3.8,105.1,15.8,65.7,3.0,Low Risk,93.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Flipkart,NOVOLIFE,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,12.2,39.2,17.1,4.6,3.8,93.9,13.2,59.6,6.9,Low Risk,86.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Meesho,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,12.2,31.0,14.3,6.0,3.4,93.8,13.5,59.9,6.0,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Meesho,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,12.2,24.7,14.0,2.8,4.3,94.1,14.0,60.6,5.9,Low Risk,86.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,12.2,22.0,5.7,3.0,3.7,106.7,15.5,65.5,2.8,Low Risk,95.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Meesho,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,12.1,30.6,15.2,4.0,3.7,95.9,13.5,60.9,6.1,Low Risk,89.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,Website,SHIVAMAX,Electronics & Travel Accessories,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,12.1,19.8,5.8,5.2,4.0,104.0,14.9,65.2,3.5,Low Risk,90.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Flipkart,Kaowmanee,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,12.0,32.2,16.8,4.9,4.0,91.9,13.0,58.7,6.8,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Meesho,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,12.0,26.9,14.6,6.5,3.6,93.1,13.1,59.4,6.1,Low Risk,85.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Website,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,12.0,22.2,6.1,5.0,4.5,104.2,14.7,65.1,3.5,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,JioMart,Pantene,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.9,23.3,12.3,3.0,3.9,97.3,14.0,62.2,5.2,Low Risk,90.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,Website,Biore,Skin Care,Sunscreen,Sunscreen,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,11.9,15.7,5.2,3.2,5.7,102.6,14.9,65.1,3.0,Low Risk,94.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,Flipkart,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,Travel Adapter,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,11.8,38.0,17.6,4.1,4.2,94.2,12.7,59.5,7.1,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,Website,AR,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.8,23.1,5.8,2.9,3.8,107.7,15.0,65.3,3.0,Low Risk,94.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,JioMart,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,11.8,16.5,11.4,5.8,4.2,96.0,13.5,61.2,5.2,Low Risk,87.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Website,Vaseline,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,11.7,16.3,5.1,4.3,3.9,104.8,14.7,65.2,2.9,Low Risk,93.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Meesho,SHIVAMAX,Home & Kitchen,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,11.6,27.8,14.3,4.4,5.0,94.9,12.8,60.2,6.1,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Meesho,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.6,26.3,14.5,2.8,4.1,95.3,13.2,60.7,6.1,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Meesho,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.5,29.4,13.8,5.1,4.1,96.9,12.9,61.1,5.8,Low Risk,88.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Meesho,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,11.5,29.2,14.4,4.8,4.1,94.2,12.8,59.9,6.1,Low Risk,86.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,JioMart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.5,22.7,11.7,2.9,3.9,97.8,13.6,62.3,5.0,Low Risk,90.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,11.4,36.5,17.0,2.5,4.0,97.6,12.6,61.1,6.8,Low Risk,87.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Meesho,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.2,28.4,14.4,3.7,4.2,95.4,12.6,60.4,6.0,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Website,Snake Brand,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.2,24.3,6.0,2.0,4.4,108.2,14.2,65.0,3.1,Low Risk,95.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Website,Watsons,Skin Care,Lip Care,Lip Care,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.2,22.0,6.2,5.9,3.9,104.8,13.7,64.6,3.5,Low Risk,91.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,JioMart,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.2,22.0,12.6,2.5,4.6,95.9,13.1,61.2,5.3,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,Website,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,11.2,20.0,6.0,9.3,4.4,99.1,13.1,62.7,3.6,Low Risk,89.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Meesho,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,11.1,28.4,14.8,6.4,3.1,94.2,12.2,59.5,6.2,Low Risk,86.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Meesho,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,11.1,28.2,14.3,3.5,3.4,97.9,12.7,61.5,5.9,Low Risk,87.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.1,23.1,12.0,1.1,4.6,98.7,13.2,62.6,5.1,Low Risk,92.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.1,22.0,12.1,3.6,4.3,97.7,12.9,61.8,5.1,Low Risk,91.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.1,21.6,5.8,0.0,4.4,108.2,14.5,65.3,2.8,Low Risk,98.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,JioMart,SHIVAMAX,Electronics & Travel Accessories,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.1,18.2,11.8,4.7,3.3,94.9,12.9,60.7,4.9,Low Risk,89.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,11.0,21.6,12.0,3.7,4.4,96.0,12.8,61.1,5.2,Low Risk,89.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,JioMart,Dove,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,11.0,21.6,12.4,6.2,4.5,93.3,12.2,59.4,5.5,Low Risk,87.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,Meesho,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.9,31.6,14.7,4.0,4.4,95.1,12.2,60.0,6.3,Low Risk,85.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Meesho,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.9,31.6,14.9,4.7,3.6,96.8,12.1,60.6,6.2,Low Risk,87.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,JioMart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.8,21.4,11.9,0.0,4.1,99.0,13.2,62.9,4.8,Low Risk,93.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,Flipkart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,10.7,34.7,17.5,4.9,4.1,93.9,11.4,58.7,7.1,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Website,Sasi,Lip,Sunscreen,Sunscreen,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,10.7,21.0,6.4,4.9,4.6,104.1,13.1,64.4,3.5,Low Risk,92.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,JioMart,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,10.7,19.4,11.7,2.6,4.1,98.5,12.6,62.2,5.0,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,Flipkart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,10.6,41.0,17.8,0.9,3.8,97.8,12.0,61.0,7.0,Low Risk,88.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,10.6,35.9,15.6,7.2,4.2,93.7,11.2,58.6,6.7,Low Risk,84.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Meesho,Wangprom,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.6,26.9,14.6,6.0,3.7,94.3,11.6,59.3,6.1,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Meesho,Sasi,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,10.6,23.9,14.3,6.4,3.6,94.1,11.7,59.3,5.8,Low Risk,88.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,10.6,20.8,6.5,6.1,4.2,103.3,12.9,64.1,3.4,Low Risk,92.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Meesho,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,10.5,27.3,14.4,2.9,3.9,98.4,12.1,61.5,5.9,Low Risk,89.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Website,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.5,20.4,5.8,4.0,4.2,105.7,13.1,64.5,3.1,Low Risk,94.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Meesho,Poy Sian,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,10.4,26.3,14.4,3.7,4.1,95.3,11.7,60.0,5.9,Low Risk,89.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Meesho,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,10.3,29.8,14.4,7.2,4.5,94.5,11.1,59.0,6.1,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,10.3,20.4,12.2,7.5,4.2,92.4,11.4,58.6,5.6,Low Risk,85.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Website,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,10.3,19.2,6.3,9.0,3.9,100.6,12.1,62.8,3.7,Low Risk,88.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Meesho,Kaowmanee,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.2,29.0,15.1,2.8,4.3,97.0,11.5,60.6,6.2,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,JioMart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,10.2,19.2,12.8,8.4,4.1,91.7,11.0,58.0,5.6,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,JioMart,Sasi,Lip,Sunscreen,Sunscreen,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,10.0,19.6,12.2,1.0,3.9,100.0,12.0,62.7,5.0,Low Risk,92.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.0,19.6,12.4,6.8,3.8,95.0,11.1,59.6,5.5,Low Risk,87.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Website,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,10.0,19.4,6.3,1.6,4.4,105.1,12.8,64.5,3.2,Low Risk,95.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,JioMart,Sasi,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,9.9,21.6,12.7,5.7,4.0,95.5,11.2,59.9,5.4,Low Risk,89.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.9,20.6,6.4,6.1,4.1,103.6,12.0,63.8,3.5,Low Risk,92.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,9.8,19.0,6.0,9.2,4.9,100.0,11.3,62.3,3.6,Low Risk,89.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,9.7,28.2,15.3,5.9,4.0,91.9,10.5,57.8,6.4,Low Risk,84.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,JioMart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,9.7,20.0,11.9,3.5,3.9,98.0,11.4,61.4,5.1,Low Risk,89.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,Website,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,9.7,19.8,5.8,4.5,3.7,105.3,12.1,64.1,3.3,Low Risk,92.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,JioMart,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.7,19.4,12.3,2.9,2.8,100.1,11.6,62.4,5.0,Low Risk,92.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.7,19.0,6.5,5.0,4.5,104.4,11.9,63.9,3.5,Low Risk,92.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Website,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.7,18.8,5.8,1.9,3.3,108.1,12.5,64.4,3.0,Low Risk,94.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,JioMart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.7,18.2,12.4,4.6,4.8,94.2,11.0,59.4,5.6,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Website,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,9.7,18.0,5.9,4.1,3.1,106.6,12.2,64.2,3.2,Low Risk,92.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Website,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.6,20.8,6.1,2.3,4.0,107.4,12.2,64.2,3.0,Low Risk,94.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.6,18.6,5.7,6.1,4.1,103.8,11.7,63.9,3.3,Low Risk,91.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Website,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,9.5,19.4,6.2,6.9,4.6,101.8,11.3,63.0,3.5,Low Risk,91.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,JioMart,AR,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.5,19.0,12.4,4.7,3.7,96.1,10.9,60.2,5.5,Low Risk,86.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,JioMart,Watsons,Skin Care,Lip Care,Lip Care,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.5,18.8,11.8,2.6,3.9,100.6,11.3,62.4,4.9,Low Risk,93.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,9.4,27.1,14.6,4.0,4.1,97.4,10.5,60.3,6.0,Low Risk,88.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Website,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,9.4,20.4,6.1,4.9,4.6,104.4,11.5,63.8,3.3,Low Risk,94.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,JioMart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.4,18.6,12.4,5.5,4.2,93.2,10.6,58.8,5.5,Low Risk,85.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Website,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,9.4,18.4,6.5,7.3,4.4,102.9,11.2,63.1,3.6,Low Risk,91.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
